kytreasno,type,maturity_date,ttm,cpn_rate,price,reported_ytm_percent,calculated_ytm_percent,ytm_difference_bps
207948,note,2029-09-30,4.418891170431212,3.875,100.75781245,3.6862831423507547,3.6906805646891554,0.43974223384007916
208289,note,2029-09-30,4.418891170431212,3.5,99.23828125,3.6872045211781215,3.685245432900703,-0.19590882774186968
208305,note,2029-10-31,4.503764544832307,4.125,101.78515625,3.6877293596794916,3.6908029159040496,0.3073556224558044
207961,note,2029-10-31,4.503764544832307,4.0,101.24218745,3.6947359520046694,3.697816498554586,0.30805465499168794
207434,note,2029-11-15,4.544832306639288,1.75,92.09179685,3.652847572807083,3.672647342537055,1.9799769729972327
207974,note,2029-11-30,4.58590006844627,3.875,100.73046875,3.6991953313049395,3.697303074579434,-0.18922567255053035
208318,note,2029-11-30,4.58590006844627,4.125,101.8300781,3.686360231124386,3.67999197590463,-0.6368255219756092
207990,note,2029-12-31,4.670773442847365,3.875,100.72656245,3.701509566527683,3.698249332572089,-0.32602339555938553
208334,note,2029-12-31,4.670773442847365,4.375,102.86523435,3.698398537470915,3.6783079584778435,-2.0090578993071233
208346,note,2030-01-31,4.75564681724846,4.25,102.34375,3.705679047256938,3.731811391252145,2.613234399520686
208003,note,2030-01-31,4.75564681724846,3.5,99.07031245,3.7132137728461254,3.705405720057798,-0.7808052788327302
207492,note,2030-02-15,4.796714579055442,1.5,90.3867187,3.7053278947002175,3.6191569992151207,-8.617089548509648
208016,note,2030-02-28,4.832306639288158,4.0,101.3125,3.7013687725540025,3.7099806349326885,0.8611862378685858
208374,note,2030-03-31,4.917180013689254,4.0,101.2578125,3.7178109172176574,3.721977225756764,0.41663085391066557
208033,note,2030-03-31,4.917180013689254,3.625,99.54687495,3.7267660764707333,3.7251656671830413,-0.1600409287692145
208388,note,2030-04-30,4.999315537303217,3.875,100.71484375,3.7172553996667625,3.717013854827077,-0.02415448396859976
208046,note,2030-04-30,4.999315537303217,3.5,98.94531245,3.733459862870969,3.7331933435263207,-0.02665193446486913
204096,bond,2030-05-15,5.040383299110198,6.25,111.48828125,3.7291602938707147,3.711374501068355,-1.7785792802359897
207547,note,2030-05-15,5.040383299110198,0.625,85.82812495,3.735834524562831,73.37656034135149,6964.072581678866
208059,note,2030-05-31,5.084188911704312,3.75,100.05273435,3.7386545345444064,3.738338764152014,-0.03157703923922783
208076,note,2030-06-30,5.166324435318275,3.75,100.015625,3.747263249537802,3.7465440732335464,-0.07191763042556365
208088,note,2030-07-31,5.25119780971937,4.0,101.1601562,3.7556891507388723,3.7645004267985045,0.8811276059632334
207595,note,2030-08-15,5.292265571526352,0.625,85.0625,3.7646493100120795,73.89700697718877,7013.235766717669
208104,note,2030-08-31,5.336071184120465,4.125,101.70898435,3.7662378511751795,3.777960813201521,1.172296202634135
208119,note,2030-09-30,5.418206707734429,4.625,104.11328125,3.7776322943377414,3.7894524065936555,1.1820112255914172
208133,note,2030-10-31,5.503080082135524,4.875,105.3457031,3.786966884649967,3.789115951190293,0.2149066540325928
207638,note,2030-11-15,5.544147843942505,0.875,85.56835935,3.7846511160006813,102.44207996544333,9865.742884944264
208146,note,2030-11-30,5.585215605749487,4.375,102.8710937,3.799037402904615,3.7917448942389727,-0.7292508665641961
208161,note,2030-12-31,5.670088980150582,3.75,99.69335935,3.808918635577907,3.812329816645342,0.3411181067435043
208175,note,2031-01-31,5.754962354551677,4.0,100.91992185,3.819112204093944,3.8269482877159025,0.7836083621958617
204097,bond,2031-02-15,5.796030116358659,5.375,108.0117187,3.819638195479147,3.866055298342524,4.641710286337683
207678,note,2031-02-15,5.796030116358659,1.125,86.28710935,3.7815907587104745,3.694069689694625,-8.752106901584941
208189,note,2031-02-28,5.831622176591376,4.25,102.1894531,3.8283303189783355,3.8379895708209646,0.9659251842629446
208203,note,2031-03-31,5.916495550992471,4.125,101.51367185,3.837048279807709,3.8401389786973867,0.3090698889678112
208217,note,2031-04-30,5.998631074606434,4.625,104.14648435,3.8450721579175173,3.8445584320753317,-0.051372584218556394
207717,note,2031-05-15,6.039698836413415,1.625,88.09179685,3.8541217385617,3.8679477258326336,1.3825987270933704
208230,note,2031-05-31,6.083504449007529,4.625,104.1191406,3.8594059516097623,3.8495850698394576,-0.9820881770304657
208245,note,2031-06-30,6.165639972621492,4.25,102.09765625,3.8653189325261286,3.855056489039409,-1.0262443486720034
208259,note,2031-07-31,6.250513347022587,4.125,101.3769531,3.876200902910698,3.883262949421355,0.7062046510657172
207761,note,2031-08-15,6.291581108829569,1.25,85.42773435,3.883424923559442,3.801388006482605,-8.20369170768373
208276,note,2031-08-31,6.335386721423682,3.75,99.23828125,3.885439153459247,3.883728938774737,-0.17102146845096589
208290,note,2031-09-30,6.417522245037645,3.625,98.4941406,3.8922858746762055,3.889421516769186,-0.2864357907018944
208306,note,2031-10-31,6.50239561943874,4.125,101.28906245,3.8970854264457335,3.8985785345841024,0.1493108138368726
207806,note,2031-11-15,6.543463381245722,1.375,85.4765625,3.91169141173906,3.9285386060433725,1.6847194304312612
208319,note,2031-11-30,6.584531143052704,4.125,101.26367185,3.9053971121007605,3.903005909931407,-0.2391202169353679
208335,note,2031-12-31,6.669404517453799,4.5,103.4257812,3.910135951354432,3.898273839541358,-1.186211181307406
208347,note,2032-01-31,6.754277891854894,4.375,102.6757812,3.91942016334319,3.933976769280429,1.455660593723887
207847,note,2032-02-15,6.795345653661875,1.875,87.81835935,3.9352569322809385,3.878888269760663,-5.636866252027584
208359,note,2032-02-29,6.833675564681725,4.125,101.203125,3.922100863935807,3.9267509712745174,0.46501073387106295
208375,note,2032-03-31,6.91854893908282,4.125,101.203125,3.9240295079924437,3.9267509712745174,0.27214632820737883
208389,note,2032-04-30,7.000684462696783,4.0,100.4296875,3.928630704732994,3.929190689603787,0.05599848707932287
207889,note,2032-05-15,7.041752224503765,2.875,93.45898435,3.947645733853644,3.9538473549808697,0.6201621127225471
207932,note,2032-08-15,7.293634496919918,2.75,92.3515625,3.9682656296573535,3.93771462033868,-3.055100931867311
207975,note,2032-11-15,7.545516769336071,4.125,101.00585935,3.967086720932933,3.968620753770449,0.1534032837516297
208017,note,2033-02-15,7.797399041752224,3.5,96.6347656,4.005590464704767,3.9956137618191945,-0.9976702885572397
208060,note,2033-05-15,8.041067761806982,3.375,95.51171875,4.033932931971895,4.037096745513041,0.31638135411453383
208105,note,2033-08-15,8.292950034223136,3.875,98.7441406,4.055396409696987,4.051120253637689,-0.42761560592984027
208147,note,2033-11-15,8.544832306639288,4.5,103.0957031,4.065545406391102,4.0655997135213235,0.005430713022128164
208177,note,2034-02-15,8.796714579055442,4.0,99.2597656,4.100167186747461,4.099181468988203,-0.09857177592581534
208231,note,2034-05-15,9.040383299110198,4.375,101.9316406,4.11693223423728,4.115995128202736,-0.09371060345431115
208277,note,2034-08-15,9.292265571526352,3.875,97.9765625,4.140242111854375,4.134723203379016,-0.5518908475359019
208320,note,2034-11-15,9.544147843942506,4.25,100.78125,4.148625123478888,4.149651912571858,0.10267890929699375
208360,note,2035-02-15,9.796030116358658,4.625,103.7578125,4.153486143469154,4.1617734504077,0.8287306938545985
204098,bond,2036-02-15,10.79534565366188,4.5,103.28515625,4.119607895475097,4.125459742584258,0.5851847109161062
204099,bond,2037-02-15,11.79739904175223,4.75,104.98828125,4.208229786320006,4.216051342881219,0.7821556561212611
204100,bond,2037-05-15,12.04106776180698,5.0,107.0703125,4.2436617717816825,4.24207929576107,-0.15824760206117894
204101,bond,2038-02-15,12.79671457905544,4.375,100.5273437,4.3202615039140015,4.321553512486041,0.12920085720395658
204102,bond,2038-05-15,13.0403832991102,4.5,101.74609375,4.323287678730203,4.323017127218325,-0.027055151187796445
204103,bond,2039-02-15,13.79603011635866,3.5,90.8046875,4.395639837218335,4.385922420785468,-0.9717416432867415
206058,bond,2039-05-15,14.03969883641342,4.25,98.0859375,4.434607493070164,4.43499052827924,0.03830352090755662
206059,bond,2039-08-15,14.29158110882957,4.5,100.4179687,4.460706270030323,4.46054536141478,-0.01609086155429651
206086,bond,2039-11-15,14.54346338124572,4.375,98.88281245,4.4795351292707055,4.48059753903792,0.10624097672141952
206112,bond,2040-02-15,14.79534565366188,4.625,101.5019531,4.4847325094480075,4.486349731924675,0.1617222476667235
206142,bond,2040-05-15,15.04175222450376,4.375,98.5585937,4.50753703379454,4.508258524162536,0.07214903679962636
207548,bond,2040-05-15,15.04175222450376,1.125,62.6113281,4.595092861820893,4.604046451260128,0.8953589439235354
207596,bond,2040-08-15,15.29363449691992,1.125,61.98437495,4.618567190390044,4.5762762164920785,-4.229097389796543
206170,bond,2040-08-15,15.29363449691992,3.875,92.75,4.537639821607442,4.531135254231879,-0.650456737556343
207639,bond,2040-11-15,15.54551676933607,1.375,64.25781245,4.623632907560982,4.632579658112871,0.8946750551888649
206196,bond,2040-11-15,15.54551676933607,4.25,96.71484375,4.545849987939743,4.5476528702370445,0.18028822973019387
207679,bond,2041-02-15,15.79739904175223,1.875,69.3632812,4.630508066363914,4.601351204023816,-2.915686234009826
206226,bond,2041-02-15,15.79739904175223,4.75,102.2695312,4.546353490415145,4.54879076600686,0.2437275591714999
207718,bond,2041-05-15,16.04106776180698,2.25,73.25781245,4.630394495196333,4.635587001420516,0.5192506224183102
206254,bond,2041-05-15,16.04106776180698,4.375,97.796875,4.569948367383336,4.570626407592182,0.06780402088457649
206286,bond,2041-08-15,16.29295003422314,3.75,90.3710937,4.5962513577821005,4.588453852718007,-0.7797505064093685
207762,bond,2041-08-15,16.29295003422314,1.75,66.9628906,4.66817916147626,4.636984072875744,-3.119508860051634
207807,bond,2041-11-15,16.54483230663929,2.0,69.40625,4.675733754151956,4.682327422499615,0.6593668347658344
206313,bond,2041-11-15,16.54483230663929,3.125,82.7148437,4.631409452650193,4.635296216179141,0.3886763528947179
207848,bond,2042-02-15,16.79671457905544,2.375,73.35937495,4.683134238778175,4.66145828582673,-2.1675952951445003
206341,bond,2042-02-15,16.79671457905544,3.125,82.3632812,4.649008696316681,4.635784358826217,-1.3224337490463922
207890,bond,2042-05-15,17.0403832991102,3.25,83.5351562,4.660656992654211,4.663307058432527,0.2650065778316002
206371,bond,2042-05-15,17.0403832991102,3.0,80.578125,4.664531072177969,4.667677136471591,0.3146064293622214
206528,bond,2042-08-15,17.29226557152635,2.75,77.23828125,4.6854986281445585,4.667745740163636,-1.7752887980922172
207933,bond,2042-08-15,17.29226557152635,3.375,84.77734375,4.667787074042185,4.656446830538819,-1.1340243503366043
207976,bond,2042-11-15,17.5441478439425,4.0,92.2148437,4.653360522183192,4.655298673129443,0.19381509462512714
206562,bond,2042-11-15,17.5441478439425,2.75,76.89843745,4.697035962052043,4.701397551643186,0.4361589591143217
208018,bond,2043-02-15,17.79603011635866,3.875,90.5234375,4.6642826364022385,4.658465477061773,-0.5817159340466144
206592,bond,2043-02-15,17.79603011635866,3.125,81.1601562,4.698690583639653,4.685919545074245,-1.2771038565408817
208061,bond,2043-05-15,18.03969883641341,3.875,90.3144531,4.675581422486008,4.676900687206552,0.13192647205437225
206624,bond,2043-05-15,18.03969883641341,2.875,77.765625,4.719307788285976,4.722435228635517,0.312744034954085
208106,bond,2043-08-15,18.29158110882957,4.375,96.453125,4.665753350095114,4.663263978350424,-0.24893717446898556
206653,bond,2043-08-15,18.29158110882957,3.625,86.8925781,4.701516825158647,4.692798375361764,-0.8718449796882993
206682,bond,2043-11-15,18.54346338124572,3.75,88.3066406,4.7012419536684105,4.703411106639085,0.2169152970674798
208148,bond,2043-11-15,18.54346338124572,4.75,101.0585937,4.663342674967019,4.663960467595055,0.061779262803540735
208190,bond,2044-02-15,18.79534565366188,4.5,97.7363281,4.682197570148405,4.6811781843146525,-0.10193858337531614
206711,bond,2044-02-15,18.79534565366188,3.625,86.52148435,4.713810651332784,4.705974638411835,-0.7836012920948987
206742,bond,2044-05-15,19.04175222450376,3.375,83.1269531,4.7285328382208105,4.730984386697467,0.24515484766562956
208232,bond,2044-05-15,19.04175222450376,4.625,99.24804685,4.684664747501976,4.685204132789302,0.053938528732574986
206770,bond,2044-08-15,19.29363449691992,3.125,79.65429685,4.746758393433215,4.7345621408962275,-1.219625253698689
208278,bond,2044-08-15,19.29363449691992,4.125,92.703125,4.70463001714938,4.700627969035448,-0.4002048113931761
208321,bond,2044-11-15,19.54551676933607,4.625,99.03125,4.70030206791141,4.701426799290539,0.11247313791290514
206797,bond,2044-11-15,19.54551676933607,3.0,77.7988281,4.7563915419345895,4.760091545751741,0.3700003817150993
208361,bond,2045-02-15,19.79739904175223,4.75,100.6796875,4.696359548326834,4.697219150447692,0.08596021208583104
206826,bond,2045-02-15,19.79739904175223,2.5,71.10937495,4.77130542075126,4.75444891295715,-1.685650779411005
206860,bond,2045-05-15,20.04106776180698,3.0,77.39648435,4.762660176994338,4.765499213485639,0.28390364913012667
206879,bond,2045-08-15,20.29295003422314,2.875,75.56640625,4.767219461744521,4.753523644484586,-1.3695817259934406
206916,bond,2045-11-15,20.54483230663929,3.0,76.98437495,4.769025914121539,4.772405747309735,0.33798331881954025
206950,bond,2046-02-15,20.79671457905544,2.5,70.046875,4.7905758509036565,4.77456565970924,-1.6010191194416183
206982,bond,2046-05-15,21.0403832991102,2.5,69.79296875,4.795332554636555,4.7987499137740715,0.3417359137516951
207010,bond,2046-08-15,21.29226557152635,2.25,66.1894531,4.803578529736008,4.785000092204207,-1.8578437531800718
207037,bond,2046-11-15,21.5441478439425,2.875,74.42773435,4.790548967329755,4.793847935459618,0.32989681298625784
207067,bond,2047-02-15,21.79603011635866,3.0,75.8691406,4.796843694568809,4.785714006596054,-1.112968797275446
207095,bond,2047-05-15,22.03969883641341,3.0,75.7363281,4.795123786600719,4.797477080466125,0.23532938654056978
207131,bond,2047-08-15,22.29158110882957,2.75,72.06054685,4.806240699625741,4.792849729606862,-1.3390970018879038
207159,bond,2047-11-15,22.54346338124572,2.75,71.87890625,4.806064243869068,4.8092791604387415,0.3214916569673626
207187,bond,2048-02-15,22.79534565366188,3.0,75.0878906,4.811310688597148,4.800708207758397,-1.0602480838750594
207216,bond,2048-05-15,23.04175222450376,3.125,76.70117185,4.808334392030389,4.810688876023209,0.2354483992820372
207248,bond,2048-08-15,23.29363449691992,3.0,74.73242185,4.816439732891098,4.805912010284951,-1.0527722606146899
207270,bond,2048-11-15,23.54551676933607,3.375,79.90624995,4.80950261039883,4.811968225271786,0.2465614872956129
207314,bond,2049-02-15,23.79739904175223,3.0,74.45117185,4.814948535889707,4.80526006372428,-0.9688472165427647
207363,bond,2049-05-15,24.04106776180698,2.875,72.51953125,4.816968697211843,4.819444022398996,0.24753251871532933
207392,bond,2049-08-15,24.29295003422314,2.25,63.38085935,4.826087209356311,4.810585269590121,-1.5501939766190271
207446,bond,2049-11-15,24.54483230663929,2.375,65.0097656,4.821627900772851,4.8252510359303615,0.36231351575100046
207493,bond,2050-02-15,24.79671457905544,2.0,59.4082031,4.824153529506381,4.807610485257237,-1.654304424914335
207549,bond,2050-05-15,25.0403832991102,1.25,48.67773435,4.7906763363443785,4.795449657649604,0.47733213052250645
207597,bond,2050-08-15,25.29226557152635,1.375,49.90624995,4.825198900044425,4.802839198856808,-2.2359701187617267
207640,bond,2050-11-15,25.5441478439425,1.625,53.3457031,4.820050202853166,4.8246045891278,0.4554386274633476
207680,bond,2051-02-15,25.79603011635866,1.875,56.83203125,4.815156450804681,4.798451582608316,-1.6704868196364826
207719,bond,2051-05-15,26.03969883641341,2.375,64.140625,4.8025228778518345,4.805197105769412,0.26742279175769046
207763,bond,2051-08-15,26.29158110882957,2.0,58.3691406,4.805728348672123,4.789934033925211,-1.5794314746912785
207808,bond,2051-11-15,26.54346338124572,1.875,56.31054685,4.804881923165061,4.808687434562396,0.38055113973353705
207849,bond,2052-02-15,26.79534565366188,2.25,61.84960935,4.793475033702377,4.7804814952387105,-1.2993538463666048
207891,bond,2052-05-15,27.04175222450376,2.875,71.2734375,4.7782374481437175,4.780388364402803,0.2150916259086033
207934,bond,2052-08-15,27.29363449691992,3.0,73.1425781,4.769944175215723,4.761903395111067,-0.8040780104656003
207977,bond,2052-11-15,27.54551676933607,4.0,88.7285156,4.7361412733618815,4.737473225450698,0.13319520888156744
208019,bond,2053-02-15,27.79739904175223,3.625,82.7851562,4.746253711380355,4.742055176706231,-0.41985346741241214
208062,bond,2053-05-15,28.04106776180698,3.625,82.7929687,4.740257401129977,4.7414771603229955,0.12197591930183938
208107,bond,2053-08-15,28.29295003422314,4.125,90.6640625,4.726781721445228,4.724499619179473,-0.22821022657548706
208149,bond,2053-11-15,28.54483230663929,4.75,100.58593745,4.711789306479863,4.712425215499866,0.06359090200025452
208178,bond,2054-02-15,28.79671457905544,4.25,92.61328125,4.72160772741419,4.720204356558953,-0.14033708552366186
208233,bond,2054-05-15,29.0403832991102,4.625,98.60937495,4.713089428636863,4.7134531815499825,0.036375291311979696
208279,bond,2054-08-15,29.29226557152635,4.25,92.734375,4.709854485867648,4.708177041405488,-0.16774444621600604
208322,bond,2054-11-15,29.5441478439425,4.5,96.828125,4.69911072628646,4.699830122496624,0.0719396210163703
208362,bond,2055-02-15,29.79603011635866,4.625,98.96875,4.689395906625649,4.689387361175785,-0.0008545449864394428
